date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:51:17	13668/13668	---MCZ	200	added ('OK')	text/css	date:Tue,%2009%20Sep%202025%2020:44:45%20GMT	https://weepink.me/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	(from https://weepink.me/)
17:51:17	385926/385926	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2009%20Sep%202025%2020:51:40%20GMT	https://polyfill-fastly.net/v3/polyfill.min.js?unknown=polyfill&features=fetch,Element.prototype.closest,Element.prototype.matches,Element.prototype.remove,Element.prototype.classList,Array.prototype.includes,Array.prototype.fill,String.prototype.includes,String.prototype.padStart,Object.assign,CustomEvent,Intl,URL,DOMTokenList,IntersectionObserver,IntersectionObserverEntry	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/polyfill-fastly.net/v3/polyfill.mina617.js	(from https://weepink.me/)
17:51:19	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Sep%202025%2020:51:41%20GMT	http://weepink.me/cdn/shop/t/5/assets/theme.min.js?v=95470125122027642561757274577	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/t/5/assets/theme.min.2d1665.delayed	(from https://weepink.me/)
17:51:19	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Sep%202025%2020:51:43%20GMT	http://weepink.me/cdn/shop/t/5/assets/custom.js?v=112171511692518087411757274577	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/t/5/assets/custom2218.js	(from https://weepink.me/)
17:51:19	217420/217420	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2007%20Sep%202025%2019:50:12%20GMT	https://weepink.me/cdn/shop/t/5/assets/theme.min.js?v=95470125122027642561757274577	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/t/5/assets/theme.min1665.js	(from https://weepink.me/)
17:51:21	2157/2157	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2007%20Sep%202025%2019:50:12%20GMT	https://weepink.me/cdn/shop/t/5/assets/custom.js?v=112171511692518087411757274577	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/t/5/assets/custom2218.js	(from https://weepink.me/)
17:51:21	31000/31000	---M-Z	200	added ('OK')	text/css	etag:%225eb03e5f-7918%22	http://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css	(from https://weepink.me/)
17:51:22	119522/119522	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:26c0b998f659e6abd1acbc00391e2b4b%22	https://weepink.me/POST	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/POST	(from https://weepink.me/)
17:51:22	30133/30133	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	etag:W/%22cacheable:26c0b998f659e6abd1acbc00391e2b4b%22	https://weepink.me/cdn	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn	(from https://weepink.me/)
17:51:23	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Sep%202025%2020:51:45%20GMT	http://weepink.me/cdn/s/trekkie.storefront.5a4f78eb26ea594ba1b5d72f179d68114c7cf8ca.min.js	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/s/trekkie.storefront.5a4f78eb26ea594ba1b5d72f179d68114c7cf8ca.min.js	(from https://weepink.me/)
17:51:24	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Sep%202025%2020:51:47%20GMT	http://weepink.me/cdn/shopifycloud/storefront/assets/shop_events_listener-8675b082.js	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shopifycloud/storefront/assets/shop_events_listener-8675b082.36.delayed	(from https://weepink.me/)
17:51:24	83425/83425	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2024%20Aug%202025%2011:47:46%20GMT	https://weepink.me/cdn/s/trekkie.storefront.5a4f78eb26ea594ba1b5d72f179d68114c7cf8ca.min.js	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/s/trekkie.storefront.5a4f78eb26ea594ba1b5d72f179d68114c7cf8ca.min.js	(from https://weepink.me/)
17:51:24	13749/13749	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2008%20Sep%202025%2010:15:33%20GMT	https://weepink.me/cdn/shopifycloud/storefront/assets/shop_events_listener-8675b082.js	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shopifycloud/storefront/assets/shop_events_listener-8675b082.js	(from https://weepink.me/)
17:51:24	56732/56732	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2009%20Sep%202025%2008:56:15%20GMT	https://weepink.me/cdn/shopifycloud/perf-kit/shopify-perf-kit-2.0.7.min.js	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shopifycloud/perf-kit/shopify-perf-kit-2.0.7.min.js	(from https://weepink.me/)
17:51:25	230173/230173	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:44fb9ccfc76143883924869bccbacab0%22	https://weepink.me/collections/frontpage	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/frontpage.html	(from https://weepink.me/)
17:51:26	162101/162101	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:dfad240a80ba6472d2977fbe852c4321%22	https://weepink.me/collections/makes	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/makes.html	(from https://weepink.me/)
17:51:27	169876/169876	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:2bb03bc2e86262bc7a1f553ac9751966%22	https://weepink.me/collections/skincare	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/skincare.html	(from https://weepink.me/)
17:51:27	195380/195380	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:9e2688743645dfac59f578c7c336ba2b%22	https://weepink.me/collections/body-splash	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/body-splash.html	(from https://weepink.me/)
17:51:28	142026/142026	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:22461f5fae81a326ee56ec9d45fb0937%22	https://weepink.me/collections/bem-estar	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/bem-estar.html	(from https://weepink.me/)
17:51:28	157520/157520	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:b9c790943bb31bfeffb0113780797a6e%22	https://weepink.me/collections/kits	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/kits.html	(from https://weepink.me/)
17:51:29	194228/194228	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:72b53d21a31b1090bab462b728e1ff5d%22	https://weepink.me/collections/perfumaria	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/perfumaria.html	(from https://weepink.me/)
17:51:29	170028/170028	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:dc473144ad70cd2c8fb7b3c2ceadb879%22	https://weepink.me/collections/hair	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/hair.html	(from https://weepink.me/)
17:51:30	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Sep%202025%2020:51:53%20GMT	http://weepink.me/cdn/shop/files/b348e3d0e98aa526ce7c043521141f82115-removebg-preview_b306e0b3-a93e-4d3b-9ef9-4ccf28b36599_300x@2x.png?v=1757278551	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/b348e3d0e98aa526ce7c043521141f82115-removebg-preview_b306e0b3-a93e-4d3b-9ef9-4ccf28b36599_300x@2xfb6b.png	(from https://weepink.me/)
17:51:31	175148/175148	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:6a890098eab01626dd27c9f650a1bdee%22	https://weepink.me/collections/body-cream	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/body-cream.html	(from https://weepink.me/)
17:51:31	31111/31111	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2001:02:04%20GMT	https://weepink.me/cdn/shop/files/b348e3d0e98aa526ce7c043521141f82115-removebg-preview_b306e0b3-a93e-4d3b-9ef9-4ccf28b36599_300x@2x.png?v=1757278551	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/b348e3d0e98aa526ce7c043521141f82115-removebg-preview_b306e0b3-a93e-4d3b-9ef9-4ccf28b36599_300x@2xfb6b.png	(from https://weepink.me/)
17:51:31	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2009%20Sep%202025%2020:51:54%20GMT	https://weepink.me/account/login	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/account/login	(from https://weepink.me/)
17:51:32	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2009%20Sep%202025%2020:51:55%20GMT	https://weepink.me/account/login	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/account/login	(from https://weepink.me/)
17:51:33	121455/121455	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:003f9786b7f0bea47dbf716d429c226d%22	https://weepink.me/pages/Rastreio-2025	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/pages/Rastreio-2025.html	(from https://weepink.me/)
17:51:34	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Sep%202025%2020:51:56%20GMT	http://weepink.me/cdn/shop/files/FINALIII_800x.jpg?v=1757276403	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/FINALIII_800x7581.jpg	(from https://weepink.me/)
17:51:35	118735/118735	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:45acfc75ac497c70cde99af37a00c710%22	https://weepink.me/cart	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cart.html	(from https://weepink.me/)
17:51:35	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Sep%202025%2020:51:58%20GMT	http://weepink.me/cdn/shop/files/1_1200x.gif?v=1757275046	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/1_1200x468d.gif	(from https://weepink.me/)
17:51:35	142563/142563	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Sep%202025%2022:10:48%20GMT	https://weepink.me/cdn/shop/files/FINALIII_800x.jpg?v=1757276403	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/FINALIII_800x7581.jpg	(from https://weepink.me/)
17:51:35	127958/127958	---M--	200	added ('OK')	image/gif	date:Mon,%2008%20Sep%202025%2001:42:22%20GMT	https://weepink.me/cdn/shop/files/1_1200x.gif?v=1757275046	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/1_1200x468d.gif	(from https://weepink.me/)
17:51:36	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Sep%202025%2020:51:58%20GMT	http://weepink.me/cdn/shop/files/2_1200x.webp?v=1757275046	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/2_1200x468d.webp	(from https://weepink.me/)
17:51:37	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Sep%202025%2020:52:00%20GMT	http://weepink.me/cdn/shop/files/2_800x.jpg?v=1757275943	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/2_800x6f50.jpg	(from https://weepink.me/)
17:51:37	111007/111007	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Sep%202025%2001:42:22%20GMT	https://weepink.me/cdn/shop/files/2_1200x.webp?v=1757275046	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/2_1200x468d.jpg	(from https://weepink.me/)
17:51:39	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Sep%202025%2020:52:01%20GMT	http://weepink.me/cdn/shop/files/3_046abef9-458c-44a8-bea7-c9bb33d9562f_1200x.webp?v=1757275215	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/3_046abef9-458c-44a8-bea7-c9bb33d9562f_1200x73b9.webp	(from https://weepink.me/)
17:51:39	159412/159412	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Sep%202025%2022:10:53%20GMT	https://weepink.me/cdn/shop/files/2_800x.jpg?v=1757275943	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/2_800x6f50.jpg	(from https://weepink.me/)
17:51:41	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Sep%202025%2020:52:03%20GMT	http://weepink.me/cdn/shop/files/Imagem_do_WhatsApp_de_2025-09-07_a_s_17.09.21_be6a4cab_800x.jpg?v=1757275968	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/Imagem_do_WhatsApp_de_2025-09-07_a_s_17.09.21_be6a4cab_800xc7cd.jpg	(from https://weepink.me/)
17:51:41	104655/104655	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Sep%202025%2001:42:22%20GMT	https://weepink.me/cdn/shop/files/3_046abef9-458c-44a8-bea7-c9bb33d9562f_1200x.webp?v=1757275215	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/3_046abef9-458c-44a8-bea7-c9bb33d9562f_1200x73b9.jpg	(from https://weepink.me/)
17:51:43	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Sep%202025%2020:52:05%20GMT	http://weepink.me/cdn/shop/files/4_1200x.webp?v=1757275046	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/4_1200x468d.webp	(from https://weepink.me/)
17:51:43	149496/149496	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Sep%202025%2022:10:57%20GMT	https://weepink.me/cdn/shop/files/Imagem_do_WhatsApp_de_2025-09-07_a_s_17.09.21_be6a4cab_800x.jpg?v=1757275968	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/Imagem_do_WhatsApp_de_2025-09-07_a_s_17.09.21_be6a4cab_800xc7cd.jpg	(from https://weepink.me/)
17:51:45	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Sep%202025%2020:52:07%20GMT	http://weepink.me/cdn/shop/files/3_800x.jpg?v=1757275999	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/3_800x953f.jpg	(from https://weepink.me/)
17:51:45	103870/103870	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Sep%202025%2001:42:22%20GMT	https://weepink.me/cdn/shop/files/4_1200x.webp?v=1757275046	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/4_1200x468d.jpg	(from https://weepink.me/)
17:51:46	134746/134746	---M--	200	added ('OK')	image/jpeg	date:Mon,%2008%20Sep%202025%2022:11:01%20GMT	https://weepink.me/cdn/shop/files/3_800x.jpg?v=1757275999	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/3_800x953f.jpg	(from https://weepink.me/)
17:51:47	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Sep%202025%2020:52:09%20GMT	http://weepink.me/cdn/shopifycloud/storefront/assets/no-image-2048-a2addb12_600x.gif	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shopifycloud/storefront/assets/no-image-2048-a2addb12_600x.gif	(from https://weepink.me/)
17:51:48	208782/208782	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:3c1661f03a73e82bcad9f1753b8b4737%22	https://weepink.me/collections/perfumaria/products/celebrate-relics-desodorante-colonia-100ml-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/perfumaria/products/celebrate-relics-desodorante-colonia-100ml-wepink.html	(from https://weepink.me/)
17:51:48	5186/5186	---M--	200	added ('OK')	image/gif	date:Thu,%2007%20Aug%202025%2013:13:50%20GMT	https://weepink.me/cdn/shopifycloud/storefront/assets/no-image-2048-a2addb12_600x.gif	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shopifycloud/storefront/assets/no-image-2048-a2addb12_600x.gif	(from https://weepink.me/)
17:51:49	207514/207514	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:b2a416e458d983fe54dd7a407cb563e0%22	https://weepink.me/collections/perfumaria/products/kit-perfume-obsessed-body-splash-obsessed-creme-corporal-obsessed	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/perfumaria/products/kit-perfume-obsessed-body-splash-obsessed-creme-corporal-obsessed.html	(from https://weepink.me/)
17:51:50	204397/204397	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:76660af4528b0e710fa41d4ec366e026%22	https://weepink.me/collections/perfumaria/products/infinity-desodorante-colonia-75ml-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/perfumaria/products/infinity-desodorante-colonia-75ml-wepink.html	(from https://weepink.me/)
17:51:50	207579/207579	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:ac8990490575ee617a81ae2e9c7e0135%22	https://weepink.me/collections/perfumaria/products/one-touch-desodorante-colonia-100ml-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/perfumaria/products/one-touch-desodorante-colonia-100ml-wepink.html	(from https://weepink.me/)
17:51:52	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Sep%202025%2020:52:13%20GMT	http://weepink.me/cdn/shop/files/156617-1200-auto_800x.png?v=1757380490	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/156617-1200-auto_800x65f0.png	(from https://weepink.me/)
17:51:52	206705/206705	---MCZ	200	added ('OK')	text/html	etag:W/%22cacheable:9dd5195afe23f8a43046c4c129577107%22	https://weepink.me/collections/perfumaria/products/king-blue-desodorante-colonia-100ml-wepink	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/collections/perfumaria/products/king-blue-desodorante-colonia-100ml-wepink.html	(from https://weepink.me/)
17:51:53	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Sep%202025%2020:52:16%20GMT	http://weepink.me/cdn/shop/files/156618-1200-auto_800x.png?v=1757380490	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/156618-1200-auto_800x65f0.png	(from https://weepink.me/)
17:51:56	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Sep%202025%2020:52:17%20GMT	http://weepink.me/cdn/shop/files/159694-1200-auto_800x.png?v=1757379831	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/159694-1200-auto_800x3783.png	(from https://weepink.me/)
17:51:56	522807/522807	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Sep%202025%2001:16:07%20GMT	https://weepink.me/cdn/shop/files/156617-1200-auto_800x.png?v=1757380490	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/156617-1200-auto_800x65f0.png	(from https://weepink.me/)
17:51:56	142756/142756	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Sep%202025%2001:15:46%20GMT	https://weepink.me/cdn/shop/files/156618-1200-auto_800x.png?v=1757380490	C:/Users/rodrigues/Documents/SITE%20WEEPINK%20OFICIAL/wepink/weepink.me/cdn/shop/files/156618-1200-auto_800x65f0.png	(from https://weepink.me/)
